;id, isbn, asin, title, author, binding, publisher, publicationdate, category, newprice, usedprice, usedcount, height, length, width, detailpageurl, image
96,9784022558916,4022558911, わが回想のルバング島―情報将校の遅すぎた帰還, 小野田 寛郎, 単行本, 朝日新聞社,1988-08, 文学・評論, None,465,14,2,19.8,13.6,https://www.amazon.co.jp/%E3%82%8F%E3%81%8C%E5%9B%9E%E6%83%B3%E3%81%AE%E3%83%AB%E3%83%90%E3%83%B3%E3%82%B0%E5%B3%B6%E2%80%95%E6%83%85%E5%A0%B1%E5%B0%86%E6%A0%A1%E3%81%AE%E9%81%85%E3%81%99%E3%81%8E%E3%81%9F%E5%B8%B0%E9%82%84-%E5%B0%8F%E9%87%8E%E7%94%B0-%E5%AF%9B%E9%83%8E/dp/4022558911?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4022558911,https://images-fe.ssl-images-amazon.com/images/I/51C5LrxaUCL.jpg
97,9784404022431,4404022433,マッカーサーが来た日―8月15日からの20日間, 河原 匡喜, 単行本, 新人物往来社,1995-07, 文学・評論, None,1,17,2.8,19.2,13.6,https://www.amazon.co.jp/%E3%83%9E%E3%83%83%E3%82%AB%E3%83%BC%E3%82%B5%E3%83%BC%E3%81%8C%E6%9D%A5%E3%81%9F%E6%97%A5%E2%80%958%E6%9C%8815%E6%97%A5%E3%81%8B%E3%82%89%E3%81%AE20%E6%97%A5%E9%96%93-%E6%B2%B3%E5%8E%9F-%E5%8C%A1%E5%96%9C/dp/4404022433?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4404022433,https://images-fe.ssl-images-amazon.com/images/I/4101YZgqg%2BL.jpg
98,9784620104645,4620104647, 天辺の椅子, 古川 薫, 単行本, 毎日新聞,1992-10, 日本文学, None,44,23,2.8,19.6,14,https://www.amazon.co.jp/%E5%A4%A9%E8%BE%BA%E3%81%AE%E6%A4%85%E5%AD%90-%E5%8F%A4%E5%B7%9D-%E8%96%AB/dp/4620104647?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4620104647,https://images-fe.ssl-images-amazon.com/images/I/51WrH0wVT6L.jpg
99,9784163503608,4163503609, 日本のいちばん長い日―運命の八月十五日, 半藤 一利, 単行本, 文藝春秋,1995-06-01, 文学・評論, None,1,34,2.5,19.5,14,https://www.amazon.co.jp/%E6%97%A5%E6%9C%AC%E3%81%AE%E3%81%84%E3%81%A1%E3%81%B0%E3%82%93%E9%95%B7%E3%81%84%E6%97%A5%E2%80%95%E9%81%8B%E5%91%BD%E3%81%AE%E5%85%AB%E6%9C%88%E5%8D%81%E4%BA%94%E6%97%A5-%E5%8D%8A%E8%97%A4-%E4%B8%80%E5%88%A9/dp/4163503609?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4163503609,https://images-fe.ssl-images-amazon.com/images/I/51mKQ2AAVgL.jpg
100, None,B000J98FTU,虚構の大義―関東軍私記 (1973年), 五味川 純平, －, 文藝春秋,1973, 日本文学, None,1,21,1.4,15.2,10.6,https://www.amazon.co.jp/%E8%99%9A%E6%A7%8B%E3%81%AE%E5%A4%A7%E7%BE%A9%E2%80%95%E9%96%A2%E6%9D%B1%E8%BB%8D%E7%A7%81%E8%A8%98-1973%E5%B9%B4-%E4%BA%94%E5%91%B3%E5%B7%9D-%E7%B4%94%E5%B9%B3/dp/B000J98FTU?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000J98FTU,https://images-fe.ssl-images-amazon.com/images/I/51wj4R4V%2BtL.jpg
101, None,B00SKXD4O8, 秘録 大東亞戦史―満洲篇 (上), 森高 繁雄, 単行本, 富士書苑,1953-05-05, 古書, None,449,4, , , ,https://www.amazon.co.jp/%E7%A7%98%E9%8C%B2-%E5%A4%A7%E6%9D%B1%E4%BA%9E%E6%88%A6%E5%8F%B2%E2%80%95%E6%BA%80%E6%B4%B2%E7%AF%87-%E4%B8%8A-%E6%A3%AE%E9%AB%98-%E7%B9%81%E9%9B%84/dp/B00SKXD4O8?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00SKXD4O8, None
102, None,B000JBFG6S,生きてゐる兵隊 (1951年) (市民文庫〈第34〉), 石川 達三, 文庫, 河出書房,1951,1-25回, None,800,1, , , ,https://www.amazon.co.jp/%E7%94%9F%E3%81%8D%E3%81%A6%E3%82%90%E3%82%8B%E5%85%B5%E9%9A%8A-1951%E5%B9%B4-%E5%B8%82%E6%B0%91%E6%96%87%E5%BA%AB%E3%80%88%E7%AC%AC34%E3%80%89-%E7%9F%B3%E5%B7%9D-%E9%81%94%E4%B8%89/dp/B000JBFG6S?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000JBFG6S, None
103, None,B000JBBL1M,真空地帯〈上-下巻〉 (1952年) (市民文庫〈第141-2〉), 野間 宏, 文庫, 河出書房,1952, 日本文学, None,540,1, , , ,https://www.amazon.co.jp/%E7%9C%9F%E7%A9%BA%E5%9C%B0%E5%B8%AF%E3%80%88%E4%B8%8A-%E4%B8%8B%E5%B7%BB%E3%80%89-1952%E5%B9%B4-%E5%B8%82%E6%B0%91%E6%96%87%E5%BA%AB%E3%80%88%E7%AC%AC141-2%E3%80%89/dp/B000JBBL1M?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000JBBL1M, None
104, None,B000J7IU9C,断作戦 (1982年), 古山 高麗雄, －, 文藝春秋,1982-11,51-75回, None,1,17,2.8,19.8,14,https://www.amazon.co.jp/%E6%96%AD%E4%BD%9C%E6%88%A6-1982%E5%B9%B4-%E5%8F%A4%E5%B1%B1-%E9%AB%98%E9%BA%97%E9%9B%84/dp/B000J7IU9C?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000J7IU9C,https://images-fe.ssl-images-amazon.com/images/I/51xDIMWs9BL.jpg
105,9784620303567,4620303569, 将軍の遺言―遠藤三郎日記, 宮武 剛, ハードカバー, 毎日新聞社,1986-03, 文学・評論, None,233,11,2.2,19.6,13.6,https://www.amazon.co.jp/%E5%B0%86%E8%BB%8D%E3%81%AE%E9%81%BA%E8%A8%80%E2%80%95%E9%81%A0%E8%97%A4%E4%B8%89%E9%83%8E%E6%97%A5%E8%A8%98-%E5%AE%AE%E6%AD%A6-%E5%89%9B/dp/4620303569?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4620303569,https://images-fe.ssl-images-amazon.com/images/I/512L%2B2h7onL.jpg
106, None,B000J7HWQE,昭和史の軍人たち (1982年), 秦 郁彦, －, 文藝春秋,1982-07, ノンフィクション, None,51,18,2.4,18.8,13.4,https://www.amazon.co.jp/%E6%98%AD%E5%92%8C%E5%8F%B2%E3%81%AE%E8%BB%8D%E4%BA%BA%E3%81%9F%E3%81%A1-1982%E5%B9%B4-%E7%A7%A6-%E9%83%81%E5%BD%A6/dp/B000J7HWQE?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B000J7HWQE,https://images-fe.ssl-images-amazon.com/images/I/51VHjCop1kL.jpg
107,9784004202691,4004202698,インパール作戦従軍記―一新聞記者の回想 (岩波新書 黄版 269), 丸山 静雄, 新書, 岩波書店,1984-06-20, 文学・評論,842,50,26,1.2,17,10.6,https://www.amazon.co.jp/%E3%82%A4%E3%83%B3%E3%83%91%E3%83%BC%E3%83%AB%E4%BD%9C%E6%88%A6%E5%BE%93%E8%BB%8D%E8%A8%98%E2%80%95%E4%B8%80%E6%96%B0%E8%81%9E%E8%A8%98%E8%80%85%E3%81%AE%E5%9B%9E%E6%83%B3-%E5%B2%A9%E6%B3%A2%E6%96%B0%E6%9B%B8-%E9%BB%84%E7%89%88-269-%E4%B8%B8%E5%B1%B1/dp/4004202698?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4004202698,https://images-fe.ssl-images-amazon.com/images/I/418aUeOf-fL.jpg
108,9784620308074,4620308072, 軍命違反「軍旗ハ焼カズ」―陸軍へんこつ隊長手記, 後藤 四郎, 単行本, 毎日新聞社,1991-07, 文学・評論, None,417,18,2,19,13.4,https://www.amazon.co.jp/%E8%BB%8D%E5%91%BD%E9%81%95%E5%8F%8D%E3%80%8C%E8%BB%8D%E6%97%97%E3%83%8F%E7%84%BC%E3%82%AB%E3%82%BA%E3%80%8D%E2%80%95%E9%99%B8%E8%BB%8D%E3%81%B8%E3%82%93%E3%81%93%E3%81%A4%E9%9A%8A%E9%95%B7%E6%89%8B%E8%A8%98-%E5%BE%8C%E8%97%A4-%E5%9B%9B%E9%83%8E/dp/4620308072?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4620308072, None
109,9784198128739,4198128731, 反戦大将 井上成美, 生出 寿, 単行本, 現代史出版会,1984-02, その他, None,1,26,2.4,19.4,13.8,https://www.amazon.co.jp/%E5%8F%8D%E6%88%A6%E5%A4%A7%E5%B0%86-%E4%BA%95%E4%B8%8A%E6%88%90%E7%BE%8E-%E7%94%9F%E5%87%BA-%E5%AF%BF/dp/4198128731?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4198128731,https://images-fe.ssl-images-amazon.com/images/I/41-JhII5AeL.jpg
110,9784769802075,4769802072,艦長たちの太平洋戦争―34人の艦長が語った勇者の条件 (〔正〕), 佐藤 和正, 単行本, 光人社,1983-01-01, 文学・評論, None,1,35,2.4,20,14,https://www.amazon.co.jp/%E8%89%A6%E9%95%B7%E3%81%9F%E3%81%A1%E3%81%AE%E5%A4%AA%E5%B9%B3%E6%B4%8B%E6%88%A6%E4%BA%89%E2%80%9534%E4%BA%BA%E3%81%AE%E8%89%A6%E9%95%B7%E3%81%8C%E8%AA%9E%E3%81%A3%E3%81%9F%E5%8B%87%E8%80%85%E3%81%AE%E6%9D%A1%E4%BB%B6-%E3%80%94%E6%AD%A3%E3%80%95-%E4%BD%90%E8%97%A4-%E5%92%8C%E6%AD%A3/dp/4769802072?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4769802072,https://images-fe.ssl-images-amazon.com/images/I/41Jhvx42taL.jpg
111,9784163421100,4163421106, 瀬島龍三―参謀の昭和史, 保阪 正康, 単行本, 文藝春秋,1987-12, 歴史・地理, None,30,38,2.8,19.2,13.5,https://www.amazon.co.jp/%E7%80%AC%E5%B3%B6%E9%BE%8D%E4%B8%89%E2%80%95%E5%8F%82%E8%AC%80%E3%81%AE%E6%98%AD%E5%92%8C%E5%8F%B2-%E4%BF%9D%E9%98%AA-%E6%AD%A3%E5%BA%B7/dp/4163421106?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4163421106,https://images-fe.ssl-images-amazon.com/images/I/61mXGX4nRFL.jpg
112,9784795232167,4795232164, 八月十五日の天気図―海軍気象士官の手記, 矢崎 好夫, 単行本, 戦誌刊行会,1983-01, 文学・評論, None,7,9,2.4,19,13.4,https://www.amazon.co.jp/%E5%85%AB%E6%9C%88%E5%8D%81%E4%BA%94%E6%97%A5%E3%81%AE%E5%A4%A9%E6%B0%97%E5%9B%B3%E2%80%95%E6%B5%B7%E8%BB%8D%E6%B0%97%E8%B1%A1%E5%A3%AB%E5%AE%98%E3%81%AE%E6%89%8B%E8%A8%98-%E7%9F%A2%E5%B4%8E-%E5%A5%BD%E5%A4%AB/dp/4795232164?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4795232164,https://images-fe.ssl-images-amazon.com/images/I/51UL3sV2XhL.jpg
113,9784404016553,4404016557, 天佑あるべし、攻撃せむ―山本五十六とその後の提督たち, 菊岡 襄治, 単行本, 新人物往来社,1989-08, 軍事入門, None,255,9,2.2,19.4,13.7,https://www.amazon.co.jp/%E5%A4%A9%E4%BD%91%E3%81%82%E3%82%8B%E3%81%B9%E3%81%97%E3%80%81%E6%94%BB%E6%92%83%E3%81%9B%E3%82%80%E2%80%95%E5%B1%B1%E6%9C%AC%E4%BA%94%E5%8D%81%E5%85%AD%E3%81%A8%E3%81%9D%E3%81%AE%E5%BE%8C%E3%81%AE%E6%8F%90%E7%9D%A3%E3%81%9F%E3%81%A1-%E8%8F%8A%E5%B2%A1-%E8%A5%84%E6%B2%BB/dp/4404016557?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4404016557,https://images-fe.ssl-images-amazon.com/images/I/41nv6BSIhKL.jpg
114,9784620103488,4620103489, 化城の昭和史―二・二六事件への道と日蓮主義者〈上〉, 寺内 大吉, ハードカバー, 毎日新聞社,1988-02,26-50回, None,1646,6,2.2,19.2,14,https://www.amazon.co.jp/%E5%8C%96%E5%9F%8E%E3%81%AE%E6%98%AD%E5%92%8C%E5%8F%B2%E2%80%95%E4%BA%8C%E3%83%BB%E4%BA%8C%E5%85%AD%E4%BA%8B%E4%BB%B6%E3%81%B8%E3%81%AE%E9%81%93%E3%81%A8%E6%97%A5%E8%93%AE%E4%B8%BB%E7%BE%A9%E8%80%85%E3%80%88%E4%B8%8A%E3%80%89-%E5%AF%BA%E5%86%85-%E5%A4%A7%E5%90%89/dp/4620103489?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4620103489,https://images-fe.ssl-images-amazon.com/images/I/51Wxhj2%2BjwL.jpg
115,9784620103495,4620103497, 化城の昭和史―二・二六事件への道と日蓮主義者〈下〉, 寺内 大吉, 単行本, 毎日新聞社,1988-02,26-50回, None,686,10,2.4,19.2,14,https://www.amazon.co.jp/%E5%8C%96%E5%9F%8E%E3%81%AE%E6%98%AD%E5%92%8C%E5%8F%B2%E2%80%95%E4%BA%8C%E3%83%BB%E4%BA%8C%E5%85%AD%E4%BA%8B%E4%BB%B6%E3%81%B8%E3%81%AE%E9%81%93%E3%81%A8%E6%97%A5%E8%93%AE%E4%B8%BB%E7%BE%A9%E8%80%85%E3%80%88%E4%B8%8B%E3%80%89-%E5%AF%BA%E5%86%85-%E5%A4%A7%E5%90%89/dp/4620103497?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4620103497,https://images-fe.ssl-images-amazon.com/images/I/51G5OkmdyYL.jpg
116,9784163612300,4163612300,天皇 第3巻, 児島 襄, 単行本, 文藝春秋,1974-04, 歴史・地理, None,334,6,2.8,19.2,14.2,https://www.amazon.co.jp/%E5%A4%A9%E7%9A%87-%E7%AC%AC3%E5%B7%BB-%E5%85%90%E5%B3%B6-%E8%A5%84/dp/4163612300?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4163612300,https://images-fe.ssl-images-amazon.com/images/I/51jDNQLNAOL.jpg
117,9784163612409,4163612408,天皇 第4巻, 児島 襄, 単行本, 文藝春秋,1974-01, 歴史・地理, None,2799,4,3,19.4,13.4,https://www.amazon.co.jp/%E5%A4%A9%E7%9A%87-%E7%AC%AC4%E5%B7%BB-%E5%85%90%E5%B3%B6-%E8%A5%84/dp/4163612408?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4163612408,https://images-fe.ssl-images-amazon.com/images/I/51UE7Gwt5WL.jpg
118,9784163612508,4163612505,天皇 第5巻, 児島 襄, 単行本, 文藝春秋,1974-01, 歴史・地理, None,100,5,3.4,19.4,14.2,https://www.amazon.co.jp/%E5%A4%A9%E7%9A%87-%E7%AC%AC5%E5%B7%BB-%E5%85%90%E5%B3%B6-%E8%A5%84/dp/4163612505?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4163612505,https://images-fe.ssl-images-amazon.com/images/I/51d1ZWpkR-L.jpg
119,9784163399003,4163399003, 聖断―天皇と鈴木貫太郎, 半藤 一利, ハードカバー, 文藝春秋,1985-08, ノンフィクション, None,1,31,3,19,13.4,https://www.amazon.co.jp/%E8%81%96%E6%96%AD%E2%80%95%E5%A4%A9%E7%9A%87%E3%81%A8%E9%88%B4%E6%9C%A8%E8%B2%AB%E5%A4%AA%E9%83%8E-%E5%8D%8A%E8%97%A4-%E4%B8%80%E5%88%A9/dp/4163399003?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4163399003,https://images-fe.ssl-images-amazon.com/images/I/51YtXmhw6FL.jpg
120,9784769807858,4769807856, 陸軍良識派の研究―見落とされた昭和人物伝, 保阪 正康, 単行本, 光人社,1996-09-01, 軍事入門, None,15,16,2.4,19.2,13.6,https://www.amazon.co.jp/%E9%99%B8%E8%BB%8D%E8%89%AF%E8%AD%98%E6%B4%BE%E3%81%AE%E7%A0%94%E7%A9%B6%E2%80%95%E8%A6%8B%E8%90%BD%E3%81%A8%E3%81%95%E3%82%8C%E3%81%9F%E6%98%AD%E5%92%8C%E4%BA%BA%E7%89%A9%E4%BC%9D-%E4%BF%9D%E9%98%AA-%E6%AD%A3%E5%BA%B7/dp/4769807856?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4769807856,https://images-fe.ssl-images-amazon.com/images/I/41VDRWB9ENL.jpg
121,9784062068291,406206829X, 鎮魂「二・二六」, もりた なるお, 単行本, 講談社,1994-02, 日本文学, None,1,20,2,19.5,13.5,https://www.amazon.co.jp/%E9%8E%AE%E9%AD%82%E3%80%8C%E4%BA%8C%E3%83%BB%E4%BA%8C%E5%85%AD%E3%80%8D-%E3%82%82%E3%82%8A%E3%81%9F-%E3%81%AA%E3%82%8B%E3%81%8A/dp/406206829X?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=406206829X,https://images-fe.ssl-images-amazon.com/images/I/51LkBWvh0OL.jpg
122,9784569536323,4569536328, 歴史探偵 昭和史をゆく, 半藤 一利, ハードカバー, PHP研究所,1992-04, 日本史一般, None,203,9,2.8,19.2,13.6,https://www.amazon.co.jp/%E6%AD%B4%E5%8F%B2%E6%8E%A2%E5%81%B5-%E6%98%AD%E5%92%8C%E5%8F%B2%E3%82%92%E3%82%86%E3%81%8F-%E5%8D%8A%E8%97%A4-%E4%B8%80%E5%88%A9/dp/4569536328?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4569536328,https://images-fe.ssl-images-amazon.com/images/I/41RwuedOIeL.jpg
123,9784122003378,4122003377, ミンドロ島ふたたび (中公文庫), 大岡 昇平, 文庫, 中央公論新社,1976-06-10, 文学・評論, None,1,27,1.4,15,10.6,https://www.amazon.co.jp/%E3%83%9F%E3%83%B3%E3%83%89%E3%83%AD%E5%B3%B6%E3%81%B5%E3%81%9F%E3%81%9F%E3%81%B3-%E4%B8%AD%E5%85%AC%E6%96%87%E5%BA%AB-%E5%A4%A7%E5%B2%A1-%E6%98%87%E5%B9%B3/dp/4122003377?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4122003377,https://images-fe.ssl-images-amazon.com/images/I/41uBFu804WL.jpg
124,9784101133164,4101133166, 硫黄島に死す (新潮文庫), 城山 三郎, 文庫, 新潮社,1984-07-27,26-50回,680,1,79,1.4,15,10.6,https://www.amazon.co.jp/%E7%A1%AB%E9%BB%84%E5%B3%B6%E3%81%AB%E6%AD%BB%E3%81%99-%E6%96%B0%E6%BD%AE%E6%96%87%E5%BA%AB-%E5%9F%8E%E5%B1%B1-%E4%B8%89%E9%83%8E/dp/4101133166?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4101133166,https://images-fe.ssl-images-amazon.com/images/I/51REnz8KX4L.jpg
125,9784195985854,4195985854, 元・大本営参謀が明かす わが東条英機暗殺計画 (徳間文庫), 津野田 忠重, 文庫, 徳間書店,1988-08-15, その他, None,1,9, , , ,https://www.amazon.co.jp/%E5%85%83%E3%83%BB%E5%A4%A7%E6%9C%AC%E5%96%B6%E5%8F%82%E8%AC%80%E3%81%8C%E6%98%8E%E3%81%8B%E3%81%99-%E3%82%8F%E3%81%8C%E6%9D%B1%E6%9D%A1%E8%8B%B1%E6%A9%9F%E6%9A%97%E6%AE%BA%E8%A8%88%E7%94%BB-%E5%BE%B3%E9%96%93%E6%96%87%E5%BA%AB-%E6%B4%A5%E9%87%8E%E7%94%B0-%E5%BF%A0%E9%87%8D/dp/4195985854?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4195985854,https://images-fe.ssl-images-amazon.com/images/I/514dIGaLjrL.jpg
126,9784122012486,4122012481, 遺された妻―BC級戦犯秘録 (中公文庫), 上坂 冬子, 文庫, 中央公論社,1985-08, 文学・評論, None,1,16,1.2,15,10.6,https://www.amazon.co.jp/%E9%81%BA%E3%81%95%E3%82%8C%E3%81%9F%E5%A6%BB%E2%80%95BC%E7%B4%9A%E6%88%A6%E7%8A%AF%E7%A7%98%E9%8C%B2-%E4%B8%AD%E5%85%AC%E6%96%87%E5%BA%AB-%E4%B8%8A%E5%9D%82-%E5%86%AC%E5%AD%90/dp/4122012481?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4122012481,https://images-fe.ssl-images-amazon.com/images/I/51dHhVOTXeL.jpg
127,9784094011036,409401103X,天皇の軍隊 (昭和の歴史 3), 大江 志乃夫, 文庫, 小学館,1988-07, 日本史一般, None,1,18,1.8,15.2,10.4,https://www.amazon.co.jp/%E5%A4%A9%E7%9A%87%E3%81%AE%E8%BB%8D%E9%9A%8A-%E6%98%AD%E5%92%8C%E3%81%AE%E6%AD%B4%E5%8F%B2-3-%E5%A4%A7%E6%B1%9F-%E5%BF%97%E4%B9%83%E5%A4%AB/dp/409401103X?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=409401103X,https://images-fe.ssl-images-amazon.com/images/I/51TbZe-q2eL.jpg
128,9784061315501,4061315501,歴史対談徳川家康 (講談社文庫 や 1-27), 山岡 荘八, 文庫, 講談社,1979-03, ノンフィクション, None,1,13,1.2,14.6,10.6,https://www.amazon.co.jp/%E6%AD%B4%E5%8F%B2%E5%AF%BE%E8%AB%87%E5%BE%B3%E5%B7%9D%E5%AE%B6%E5%BA%B7-%E8%AC%9B%E8%AB%87%E7%A4%BE%E6%96%87%E5%BA%AB-1-27-%E5%B1%B1%E5%B2%A1-%E8%8D%98%E5%85%AB/dp/4061315501?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4061315501,https://images-fe.ssl-images-amazon.com/images/I/51XlwyP4z9L.jpg
129,9784575292527,4575292524,日本を救う9人の政治家とバカ1人, 浜田 幸一, 単行本, 双葉社,2001-07, 政治入門, None,1,42,2.8,19.2,13.8,https://www.amazon.co.jp/%E6%97%A5%E6%9C%AC%E3%82%92%E6%95%91%E3%81%869%E4%BA%BA%E3%81%AE%E6%94%BF%E6%B2%BB%E5%AE%B6%E3%81%A8%E3%83%90%E3%82%AB1%E4%BA%BA-%E6%B5%9C%E7%94%B0-%E5%B9%B8%E4%B8%80/dp/4575292524?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4575292524,https://images-fe.ssl-images-amazon.com/images/I/51KNC7GSH9L.jpg
130,9784877120030,4877120033, 宰相の器―人心は、どんな男に向かうのか, 早坂 茂三, 単行本, クレスト社,1992-11, 政治入門, None,1,72,2.3,18.8,13,https://www.amazon.co.jp/%E5%AE%B0%E7%9B%B8%E3%81%AE%E5%99%A8%E2%80%95%E4%BA%BA%E5%BF%83%E3%81%AF%E3%80%81%E3%81%A9%E3%82%93%E3%81%AA%E7%94%B7%E3%81%AB%E5%90%91%E3%81%8B%E3%81%86%E3%81%AE%E3%81%8B-%E6%97%A9%E5%9D%82-%E8%8C%82%E4%B8%89/dp/4877120033?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4877120033,https://images-fe.ssl-images-amazon.com/images/I/41KE5GpcSbL.jpg
131,9784062067799,406206779X, 日本をダメにした九人の政治家, 浜田 幸一, 単行本, 講談社,1993-12, 政治入門,1572,1,180,2.6,18.8,13,https://www.amazon.co.jp/%E6%97%A5%E6%9C%AC%E3%82%92%E3%83%80%E3%83%A1%E3%81%AB%E3%81%97%E3%81%9F%E4%B9%9D%E4%BA%BA%E3%81%AE%E6%94%BF%E6%B2%BB%E5%AE%B6-%E6%B5%9C%E7%94%B0-%E5%B9%B8%E4%B8%80/dp/406206779X?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=406206779X,https://images-fe.ssl-images-amazon.com/images/I/51COVvNl9FL.jpg
132,9784062560337,406256033X, 永田町、あのときの話―ハマコーの直情と涙の政界史 (講談社プラスアルファ文庫), 浜田 幸一, 文庫, 講談社,1994-02, 政治家, None,1,116,1.6,15.2,10.8,https://www.amazon.co.jp/%E6%B0%B8%E7%94%B0%E7%94%BA%E3%80%81%E3%81%82%E3%81%AE%E3%81%A8%E3%81%8D%E3%81%AE%E8%A9%B1%E2%80%95%E3%83%8F%E3%83%9E%E3%82%B3%E3%83%BC%E3%81%AE%E7%9B%B4%E6%83%85%E3%81%A8%E6%B6%99%E3%81%AE%E6%94%BF%E7%95%8C%E5%8F%B2-%E8%AC%9B%E8%AB%87%E7%A4%BE%E3%83%97%E3%83%A9%E3%82%B9%E3%82%A2%E3%83%AB%E3%83%95%E3%82%A1%E6%96%87%E5%BA%AB-%E6%B5%9C%E7%94%B0-%E5%B9%B8%E4%B8%80/dp/406256033X?SubscriptionId=AKIAIBEVGMCHFPTLUSTA&tag=brainremix-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=406256033X,https://images-fe.ssl-images-amazon.com/images/I/51P7CmpxHfL.jpg
